MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/17/2025 2:12:04,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,16,0,0,0,nan,nan,0.18
9/17/2025 2:12:06,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,17,0,0,0,nan,nan,0.91
9/17/2025 2:12:43,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,18,0,0,0,nan,nan,0.06
9/17/2025 2:12:44,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,19,0,0,0,nan,nan,0.12
9/17/2025 2:12:45,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,20,0,0,0,nan,nan,0.11
9/17/2025 2:12:46,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,21,0,0,0,nan,nan,0.00
9/17/2025 2:12:47,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,22,0,0,0,nan,nan,0.00
9/17/2025 2:12:48,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,23,0,0,0,nan,nan,0.00
9/17/2025 2:12:49,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,24,0,0,0,nan,nan,0.16
9/17/2025 2:12:50,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,25,0,0,0,nan,nan,0.22
9/17/2025 2:12:52,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,26,0,0,0,nan,nan,0.58
9/17/2025 2:12:53,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,27,0,0,0,nan,nan,0.13
9/17/2025 2:12:57,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,28,0,0,0,nan,nan,0.26
9/17/2025 2:12:58,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,29,0,0,0,nan,nan,0.00
9/17/2025 2:12:59,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,30,0,0,0,nan,nan,0.00
9/17/2025 2:13:00,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,31,0,0,0,nan,nan,0.07
9/17/2025 2:13:16,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,32,0,0,0,nan,nan,0.00
9/17/2025 2:13:17,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,33,0,0,0,nan,nan,0.00
9/17/2025 2:13:27,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,34,0,0,0,nan,nan,0.10
9/17/2025 2:13:28,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,35,0,0,0,nan,nan,0.00
9/17/2025 2:13:29,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,36,0,0,0,nan,nan,0.29
9/17/2025 2:13:31,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,37,0,0,0,nan,nan,0.08
9/17/2025 2:13:32,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,38,0,0,0,nan,nan,0.37
9/17/2025 2:13:33,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,39,0,0,0,nan,nan,0.00
9/17/2025 2:13:36,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,40,0,0,0,nan,nan,0.38
9/17/2025 2:13:51,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,41,0,0,0,nan,nan,0.00
9/17/2025 2:13:54,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,42,0,0,0,nan,nan,0.47
9/17/2025 2:13:55,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,43,0,0,0,nan,nan,0.61
9/17/2025 2:13:57,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,44,0,0,0,nan,nan,0.09
9/17/2025 2:13:58,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,45,0,0,0,nan,nan,0.03
9/17/2025 2:14:09,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,46,0,0,0,nan,nan,0.20
9/17/2025 2:14:10,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,47,0,0,0,nan,nan,0.08
9/17/2025 2:14:11,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,48,0,0,0,nan,nan,0.00
9/17/2025 2:14:11,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,49,0,0,0,nan,nan,0.06
9/17/2025 2:14:12,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,50,0,0,0,nan,nan,0.01
9/17/2025 2:14:14,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,51,0,0,0,nan,nan,0.16
9/17/2025 2:14:16,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,52,0,0,0,nan,nan,1.22
9/17/2025 2:14:17,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,53,0,0,0,nan,nan,0.00
9/17/2025 2:14:27,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,54,0,0,0,nan,nan,0.00
9/17/2025 2:14:28,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,55,0,0,0,nan,nan,0.00
9/17/2025 2:14:30,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,56,0,0,0,nan,nan,0.00
9/17/2025 2:14:31,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,57,0,0,0,nan,nan,0.00
9/17/2025 2:14:34,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,58,0,0,0,nan,nan,0.09
9/17/2025 2:14:35,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,59,0,0,0,nan,nan,0.21
9/17/2025 2:14:36,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,60,0,0,0,nan,nan,0.32
9/17/2025 2:14:48,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,61,0,0,0,nan,nan,0.09
9/17/2025 2:14:51,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,62,0,0,0,nan,nan,0.21
9/17/2025 2:14:52,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,63,0,0,0,nan,nan,0.16
9/17/2025 2:14:55,1.16.3,FR1 Right,0,4.04,nan,1,Left,Left,64,0,0,0,nan,nan,0.10
9/17/2025 2:14:57,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,65,0,0,0,nan,nan,0.97
9/17/2025 2:14:59,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,66,0,0,0,nan,nan,0.96
9/17/2025 2:15:01,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,67,0,0,0,nan,nan,0.26
9/17/2025 2:15:03,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,68,0,0,0,nan,nan,0.73
9/17/2025 2:15:06,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,69,0,0,0,nan,nan,0.00
9/17/2025 2:15:08,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,70,0,0,0,nan,nan,0.33
9/17/2025 2:15:10,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,71,0,0,0,nan,nan,0.32
9/17/2025 2:15:10,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,72,0,0,0,nan,nan,0.00
9/17/2025 2:15:14,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,73,0,0,0,nan,nan,1.11
9/17/2025 2:15:17,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,74,0,0,0,nan,nan,0.00
9/17/2025 2:15:18,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,75,0,0,0,nan,nan,0.06
9/17/2025 2:15:24,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,76,0,0,0,nan,nan,0.20
9/17/2025 2:15:25,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,77,0,0,0,nan,nan,0.08
9/17/2025 2:15:26,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,78,0,0,0,nan,nan,0.24
9/17/2025 2:15:28,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,79,0,0,0,nan,nan,0.57
9/17/2025 2:15:29,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,80,0,0,0,nan,nan,0.27
9/17/2025 2:15:31,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,81,0,0,0,nan,nan,0.56
9/17/2025 2:15:32,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,82,0,0,0,nan,nan,0.09
9/17/2025 2:15:33,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,83,0,0,0,nan,nan,0.91
9/17/2025 2:16:02,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,84,0,0,0,nan,nan,0.08
9/17/2025 2:18:33,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,85,0,0,0,nan,nan,0.30
9/17/2025 2:23:25,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,86,0,0,0,nan,nan,0.00
9/17/2025 2:30:31,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,87,0,0,0,nan,nan,0.04
9/17/2025 2:30:33,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,88,0,0,0,nan,nan,0.00
9/17/2025 2:30:34,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,89,0,0,0,nan,nan,0.04
9/17/2025 2:30:36,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,90,0,0,0,nan,nan,0.00
9/17/2025 2:30:37,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,91,0,0,0,nan,nan,0.24
9/17/2025 2:30:40,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,92,0,0,0,nan,nan,0.08
9/17/2025 2:30:41,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,93,0,0,0,nan,nan,0.28
9/17/2025 2:30:42,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,94,0,0,0,nan,nan,0.14
9/17/2025 2:30:45,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,95,0,0,0,nan,nan,0.29
9/17/2025 2:30:46,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,96,0,0,0,nan,nan,0.03
9/17/2025 2:30:48,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,97,0,0,0,nan,nan,0.38
9/17/2025 2:30:49,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,98,0,0,0,nan,nan,0.43
9/17/2025 2:30:52,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,99,0,0,0,nan,nan,0.01
9/17/2025 2:31:06,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,100,0,0,0,nan,nan,0.00
9/17/2025 2:31:08,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,101,0,0,0,nan,nan,0.18
9/17/2025 2:31:10,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,102,0,0,0,nan,nan,0.21
9/17/2025 2:31:16,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,103,0,0,0,nan,nan,0.00
9/17/2025 2:31:17,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,104,0,0,0,nan,nan,0.00
9/17/2025 2:31:31,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,105,0,0,0,nan,nan,0.00
9/17/2025 2:31:33,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,106,0,0,0,nan,nan,0.39
9/17/2025 2:31:36,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,107,0,0,0,nan,nan,0.25
9/17/2025 2:31:37,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,108,0,0,0,nan,nan,0.06
9/17/2025 2:31:38,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,109,0,0,0,nan,nan,0.26
9/17/2025 2:31:39,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,110,0,0,0,nan,nan,0.00
9/17/2025 2:31:41,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,111,0,0,0,nan,nan,0.68
9/17/2025 2:31:43,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,112,0,0,0,nan,nan,0.82
9/17/2025 2:33:15,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,112,1,0,0,nan,nan,0.00
9/17/2025 2:33:18,1.16.3,FR1 Right,0,4.05,2,1,Pellet,Left,112,1,1,0,0.06,nan,nan
9/17/2025 2:33:56,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,112,2,1,0,nan,nan,0.15
9/17/2025 2:34:02,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,112,2,2,0,5.02,44,nan
9/17/2025 2:34:20,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,112,3,2,0,nan,nan,0.00
9/17/2025 2:34:34,1.16.3,FR1 Right,0,4.05,nan,1,RightWithPellet,Left,112,4,2,0,nan,nan,0.08
9/17/2025 2:34:35,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,112,4,3,0,14.16,33,nan
9/17/2025 2:35:05,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,113,4,3,0,nan,nan,0.00
9/17/2025 2:35:22,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,5,3,0,nan,nan,0.16
9/17/2025 2:35:32,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,5,4,0,9.26,57,nan
9/17/2025 2:36:13,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,6,4,0,nan,nan,0.12
9/17/2025 2:36:19,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,6,5,0,5.20,47,nan
9/17/2025 2:36:39,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,7,5,0,nan,nan,0.03
9/17/2025 2:36:46,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,7,6,0,6.37,27,nan
9/17/2025 2:37:13,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,8,6,0,nan,nan,0.16
9/17/2025 2:37:16,1.16.3,FR1 Right,0,4.05,nan,1,RightWithPellet,Left,113,9,6,0,nan,nan,0.26
9/17/2025 2:37:19,1.16.3,FR1 Right,0,4.05,nan,1,RightWithPellet,Left,113,10,6,0,nan,nan,0.15
9/17/2025 2:37:20,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,113,10,7,0,6.83,34,nan
9/17/2025 2:37:43,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,11,7,0,nan,nan,0.15
9/17/2025 2:37:50,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,11,8,0,5.94,30,nan
9/17/2025 2:38:06,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,113,12,8,0,nan,nan,0.20
9/17/2025 2:38:11,1.16.3,FR1 Right,0,4.05,nan,1,RightWithPellet,Left,113,13,8,0,nan,nan,0.26
9/17/2025 2:38:12,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,13,9,0,5.31,22,nan
9/17/2025 2:38:33,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,14,9,0,nan,nan,0.00
9/17/2025 2:38:33,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,14,10,0,0.06,21,nan
9/17/2025 2:38:36,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,15,10,0,nan,nan,0.04
9/17/2025 2:38:37,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,15,11,0,0.36,4,nan
9/17/2025 2:39:10,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,16,11,0,nan,nan,0.00
9/17/2025 2:39:12,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,16,12,0,1.71,35,nan
9/17/2025 2:39:32,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,17,12,0,nan,nan,0.03
9/17/2025 2:39:36,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,17,13,0,3.43,24,nan
9/17/2025 2:40:12,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,18,13,0,nan,nan,0.28
9/17/2025 2:40:17,1.16.3,FR1 Right,0,4.05,2,1,Pellet,Left,113,18,14,0,2.01,41,nan
9/17/2025 2:40:38,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,19,14,0,nan,nan,0.12
9/17/2025 2:40:47,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,19,15,0,8.09,30,nan
9/17/2025 2:41:03,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,20,15,0,nan,nan,0.03
9/17/2025 2:41:12,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,20,16,0,7.66,25,nan
9/17/2025 2:41:39,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,21,16,0,nan,nan,0.00
9/17/2025 2:41:43,1.16.3,FR1 Right,0,4.05,2,1,Pellet,Left,113,21,17,0,2.69,31,nan
9/17/2025 2:42:03,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,22,17,0,nan,nan,0.00
9/17/2025 2:42:04,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,22,18,0,0.06,20,nan
9/17/2025 2:42:33,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,23,18,0,nan,nan,0.00
9/17/2025 2:42:35,1.16.3,FR1 Right,0,4.05,nan,1,RightWithPellet,Left,113,24,18,0,nan,nan,0.07
9/17/2025 2:42:36,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,24,19,0,2.42,33,nan
9/17/2025 2:42:59,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,25,19,0,nan,nan,0.01
9/17/2025 2:42:59,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,25,20,0,0.06,23,nan
9/17/2025 2:43:24,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,26,20,0,nan,nan,0.00
9/17/2025 2:43:27,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,26,21,0,2.63,28,nan
9/17/2025 2:43:50,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,27,21,0,nan,nan,0.18
9/17/2025 2:43:51,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,27,22,0,0.06,24,nan
9/17/2025 2:44:20,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,28,22,0,nan,nan,0.25
9/17/2025 2:44:21,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,28,23,0,0.79,30,nan
9/17/2025 2:44:47,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,29,23,0,nan,nan,0.04
9/17/2025 2:44:50,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,29,24,0,2.08,29,nan
9/17/2025 2:45:18,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,30,24,0,nan,nan,0.16
9/17/2025 2:45:20,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,30,25,0,1.22,30,nan
9/17/2025 2:45:42,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,113,31,25,0,nan,nan,0.07
9/17/2025 2:45:46,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,113,31,26,0,2.81,26,nan
9/17/2025 4:34:41,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,114,31,26,0,nan,nan,0.04
9/17/2025 4:35:32,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,32,26,0,nan,nan,0.01
9/17/2025 4:35:35,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,32,27,0,1.95,6588,nan
9/17/2025 4:36:02,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,33,27,0,nan,nan,0.16
9/17/2025 4:36:03,1.16.3,FR1 Right,0,4.05,2,1,Pellet,Left,114,33,28,0,0.06,28,nan
9/17/2025 4:37:51,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,34,28,0,nan,nan,0.00
9/17/2025 4:37:54,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,34,29,0,1.77,111,nan
9/17/2025 4:38:22,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,35,29,0,nan,nan,0.11
9/17/2025 4:38:25,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,35,30,0,2.69,32,nan
9/17/2025 4:38:58,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,36,30,0,nan,nan,0.04
9/17/2025 4:38:59,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,36,31,0,0.73,34,nan
9/17/2025 4:40:56,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,37,31,0,nan,nan,0.18
9/17/2025 4:40:58,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,37,32,0,1.71,119,nan
9/17/2025 4:41:25,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,38,32,0,nan,nan,0.00
9/17/2025 4:41:28,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,38,33,0,1.58,29,nan
9/17/2025 4:41:55,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,39,33,0,nan,nan,0.00
9/17/2025 4:41:56,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,39,34,0,0.06,29,nan
9/17/2025 4:42:21,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,40,34,0,nan,nan,0.18
9/17/2025 4:42:23,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,114,40,35,0,1.46,27,nan
9/17/2025 4:42:48,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,41,35,0,nan,nan,0.04
9/17/2025 4:42:49,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,41,36,0,0.06,26,nan
9/17/2025 4:43:15,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,42,36,0,nan,nan,0.00
9/17/2025 4:43:16,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,42,37,0,0.42,27,nan
9/17/2025 4:44:09,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,114,43,37,0,nan,nan,0.00
9/17/2025 4:44:10,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,114,43,38,0,0.48,54,nan
9/17/2025 5:42:49,1.16.3,FR1 Right,0,4.05,nan,1,Left,Left,115,43,38,0,nan,nan,0.16
9/17/2025 5:43:01,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,44,38,0,nan,nan,0.20
9/17/2025 5:43:04,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,44,39,0,1.40,3534,nan
9/17/2025 5:43:33,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,45,39,0,nan,nan,0.12
9/17/2025 5:43:34,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,115,45,40,0,0.06,30,nan
9/17/2025 5:44:09,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,115,46,40,0,nan,nan,0.14
9/17/2025 5:44:14,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,46,41,0,4.35,40,nan
9/17/2025 5:44:42,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,47,41,0,nan,nan,0.00
9/17/2025 5:44:45,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,47,42,0,2.26,31,nan
9/17/2025 5:45:19,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,48,42,0,nan,nan,0.01
9/17/2025 5:45:21,1.16.3,FR1 Right,0,4.05,nan,1,RightWithPellet,Left,115,49,42,0,nan,nan,0.08
9/17/2025 5:45:22,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,49,43,0,2.49,37,nan
9/17/2025 5:45:44,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,50,43,0,nan,nan,0.15
9/17/2025 5:45:44,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,50,44,0,0.06,22,nan
9/17/2025 5:46:15,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,51,44,0,nan,nan,0.00
9/17/2025 5:46:18,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,51,45,0,1.95,34,nan
9/17/2025 5:46:42,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,52,45,0,nan,nan,0.00
9/17/2025 5:46:44,1.16.3,FR1 Right,0,4.04,nan,1,RightWithPellet,Left,115,53,45,0,nan,nan,0.20
9/17/2025 5:46:45,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,115,53,46,0,1.88,27,nan
9/17/2025 5:47:17,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,115,54,46,0,nan,nan,0.00
9/17/2025 5:47:19,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,54,47,0,1.28,34,nan
9/17/2025 5:47:39,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,55,47,0,nan,nan,0.06
9/17/2025 5:47:43,1.16.3,FR1 Right,0,4.05,2,1,Pellet,Left,115,55,48,0,0.55,24,nan
9/17/2025 5:48:13,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,56,48,0,nan,nan,0.00
9/17/2025 5:48:15,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,56,49,0,1.40,32,nan
9/17/2025 5:48:41,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,57,49,0,nan,nan,0.00
9/17/2025 5:48:42,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,57,50,0,0.55,27,nan
9/17/2025 5:49:13,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,58,50,0,nan,nan,0.13
9/17/2025 5:49:15,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,58,51,0,0.55,33,nan
